6, 2662, -5.0, 1.0, -5.0, 0.0, 24, key, -4.0
6, 2663, -5.0, 1.0, -5.0, 0.5, 24, key, -3.5
6, 2664, -5.0, 1.0, -5.0, 1.0, 24, key, -3.0
6, 2665, -5.0, 1.0, -5.0, 1.5, 24, key, -2.5
6, 2666, -5.0, 1.0, -5.0, 2.0, 24, key, -2.0
6, 2667, -5.0, 1.0, -5.0, 2.5, 24, key, -1.5
6, 2668, -5.0, 1.0, -5.0, 3.0, 24, key, -1.0
6, 2669, -5.0, 1.0, -5.0, 3.5, 24, key, -0.5
6, 2670, -5.0, 1.0, -5.0, 4.0, 24, key, 0.0
6, 2671, -5.0, 1.0, -5.0, 4.5, 24, key, 0.5
6, 2672, -5.0, 1.0, -5.0, 5.0, 24, key, 1.0
6, 2673, -5.0, 1.0, -4.5, 0.0, 24, key, -4.0
6, 2674, -5.0, 1.0, -4.5, 0.5, 24, key, -3.5
6, 2675, -5.0, 1.0, -4.5, 1.0, 24, key, -3.0
6, 2676, -5.0, 1.0, -4.5, 1.5, 24, key, -2.5
6, 2677, -5.0, 1.0, -4.5, 2.0, 24, key, -2.0
6, 2678, -5.0, 1.0, -4.5, 2.5, 24, key, -1.5
6, 2679, -5.0, 1.0, -4.5, 3.0, 24, key, -1.0
6, 2680, -5.0, 1.0, -4.5, 3.5, 24, key, -0.5
6, 2681, -5.0, 1.0, -4.5, 4.0, 24, key, 0.0
6, 2682, -5.0, 1.0, -4.5, 4.5, 24, key, 0.5
6, 2683, -5.0, 1.0, -4.5, 5.0, 24, key, 1.0
6, 2684, -5.0, 1.0, -4.0, 0.0, 24, key, -4.0
6, 2685, -5.0, 1.0, -4.0, 0.5, 24, key, -3.5
6, 2686, -5.0, 1.0, -4.0, 1.0, 24, key, -3.0
6, 2687, -5.0, 1.0, -4.0, 1.5, 24, key, -2.5
6, 2688, -5.0, 1.0, -4.0, 2.0, 24, key, -2.0
6, 2689, -5.0, 1.0, -4.0, 2.5, 24, key, -1.5
6, 2690, -5.0, 1.0, -4.0, 3.0, 24, key, -1.0
6, 2691, -5.0, 1.0, -4.0, 3.5, 24, key, -0.5
6, 2692, -5.0, 1.0, -4.0, 4.0, 24, key, 0.0
6, 2693, -5.0, 1.0, -4.0, 4.5, 24, key, 0.5
6, 2694, -5.0, 1.0, -4.0, 5.0, 24, key, 1.0
6, 2695, -5.0, 1.0, -3.5, 0.0, 24, key, -4.0
6, 2696, -5.0, 1.0, -3.5, 0.5, 24, key, -3.5
6, 2697, -5.0, 1.0, -3.5, 1.0, 24, key, -3.0
6, 2698, -5.0, 1.0, -3.5, 1.5, 24, key, -2.5
6, 2699, -5.0, 1.0, -3.5, 2.0, 24, key, -2.0
6, 2700, -5.0, 1.0, -3.5, 2.5, 24, key, -1.5
6, 2701, -5.0, 1.0, -3.5, 3.0, 24, key, -1.0
6, 2702, -5.0, 1.0, -3.5, 3.5, 24, key, -0.5
6, 2703, -5.0, 1.0, -3.5, 4.0, 24, key, 0.0
6, 2704, -5.0, 1.0, -3.5, 4.5, 24, key, 0.5
6, 2705, -5.0, 1.0, -3.5, 5.0, 24, key, 1.0
6, 2706, -5.0, 1.0, -3.0, 0.0, 24, key, -4.0
6, 2707, -5.0, 1.0, -3.0, 0.5, 24, key, -3.5
6, 2708, -5.0, 1.0, -3.0, 1.0, 24, key, -3.0
6, 2709, -5.0, 1.0, -3.0, 1.5, 24, key, -2.5
6, 2710, -5.0, 1.0, -3.0, 2.0, 24, key, -2.0
6, 2711, -5.0, 1.0, -3.0, 2.5, 24, key, -1.5
6, 2712, -5.0, 1.0, -3.0, 3.0, 24, key, -1.0
6, 2713, -5.0, 1.0, -3.0, 3.5, 24, key, -0.5
6, 2714, -5.0, 1.0, -3.0, 4.0, 24, key, 0.0
6, 2715, -5.0, 1.0, -3.0, 4.5, 24, key, 0.5
6, 2716, -5.0, 1.0, -3.0, 5.0, 24, key, 1.0
6, 2717, -5.0, 1.0, -2.5, 0.0, 24, key, -4.0
6, 2718, -5.0, 1.0, -2.5, 0.5, 24, key, -3.5
6, 2719, -5.0, 1.0, -2.5, 1.0, 24, key, -3.0
6, 2720, -5.0, 1.0, -2.5, 1.5, 24, key, -2.5
6, 2721, -5.0, 1.0, -2.5, 2.0, 24, key, -2.0
6, 2722, -5.0, 1.0, -2.5, 2.5, 24, key, -1.5
6, 2723, -5.0, 1.0, -2.5, 3.0, 24, key, -1.0
